Week_Start,Reported_Category,Store_Type,Reported_Retailer,Competitor_Volume,Competitor_Sales
2024-04-15,Bises,Online,WEBCAaT.COM,1244,7416.18
2025-10-27,F&B - Bev,Supermarket,FreshGrocer LLC,4173,24368.57
2025-03-10,Snack,Supermarket,FRESH GR,3091,12795.3
2024-07-15,Drinks,Convenience,The Corner Store,4763,24551.17
2024-01-29,Bites,Convenience,QUICKSTOP,3192,15961.59
2024-08-26,F&B - Snacks,Online,PrimePantry,3678,8718.88
2024-07-29,LIQUID REFRESHMENT,Convenience,qUICK-sTOP,1192,4318.92
2024-08-05,Beverages,Convenience,QuickStop,1128,3078.26
2024-05-27,bEVS,Supermarket,freshgrocer,1588,6213.12
2025-09-08,Beverages,Online,PrimePantry,4661,12034.64
2025-01-13,Snacks,Convenience,cornerstore,2206,5000.74
2026-04-27,F&B - Bev,Online,Prime Pantry,2453,6718.39
2025-10-13,F&B - Snacks,Online,wEBcART.COM,3104,15073.48
2025-11-24,Liquid Refreshment,Online,WebCart,1501,9113.48
2025-07-21,Beverage,Hypermarket,MMart,2657,8063.84
2025-12-15,Packaged Snacks,Supermarket,Daily-Shop,1273,2979.4
2025-02-24,lIQUID rEFRESHMENT,Online,prime pntry,3201,14447.25
2026-06-22,Packaged Snacks,Convenience,quick stop,2100,12357.62
2026-06-01,Snacks,Hypermarket,MegaMart,2429,15063.84
2024-03-18,F&B - Bev,Supermarket,dAILY-sHOP,4062,6487.98
2025-08-11,Beverage,Convenience,Tze Corner Store,3645,12351.89
2024-11-18,Bevs,Supermarket,Daily-Shop,2371,14602.64
2025-05-12,Packaged Snacks,Supermarket,FRESHGROCER LLC,4756,13061.64
2024-09-16,Beverage,Online,Prime Pntry,2031,3244.56
2024-11-25,pACKAGED sNACKS,Hypermarket,GIANTSTORE,1727,11132.58
2024-09-09,Beverage,Online,WebCart Online,4184,7209.84
2024-05-13,F&B - Bev,Online,Web Cart,3271,6567.76
2025-09-01,BEVS,Supermarket,FreshGrocer LLC,2863,4861.36
2025-12-01,Bevzrages,Hypermarket,MMsRT,1261,6658.48
2024-09-16,psckaged snacks,Hypermarket,MMart,1960,7203.6
2026-03-30,Liquid Refreshment,Online,PrimePantry,2377,14981.25
2024-04-08,F&B - SNACKS,Convenience,QuickStop,3539,14126.69
2026-03-02,Beverages,Hypermarket,MegaMart Supercenxers,2095,6037.21
2025-04-07,Snaak,Supermarket,Fresh Grocer,4506,25354.37
2025-10-06,fab - sNACKS,Online,WebCart.com,3648,10910.14
2025-12-29,f&b - snacks,Hypermarket,mmART,3801,11973.11
2026-02-02,Beverages,Supermarket,Fresh Grocer,2778,5045.91
2025-08-04,F&B - Snacks,Online,Prime Pantry,4169,13544.63
2025-06-16,Snack,Supermarket,Fresh Gr,3163,19706.47
2026-02-16,Packaged Snacks,Supermarket,dAILY sHOP,3818,17130.89
2026-05-04,Bites,Online,PrimePantry,3343,7966.08
2025-06-09,Beverage,Hypermarket,mmART,1992,5282.6
2025-12-15,Drinks,Online,PrimePantry,2002,3649.26
2026-05-04,Beverages,Online,prime pantry,2525,4069.12
2025-03-03,Liquid Refreshment,Supermarket,dailyshop local,2427,7079.98
2024-08-26,bEVERAGES,Convenience,CORNERSTORE INC,3568,5941.35
2025-03-10,Bezerage,Hypermarket,Giant,1730,3315.31
2026-02-02,f&b - snacks,Convenience,Corner Store,1451,6517.73
2025-11-24,Bites,Hypermarket,giant corp,4681,23044.85
2026-03-16,FxB - Snacks,Supermarket,DailyShopeLocal,3857,25041.92
2026-03-30,Liquid Refreshment,Convenience,Corner Store,1364,5850.18
2025-03-03,bEVERAGES,Supermarket,FRESHGROCER LLC,2268,9235.44
2025-04-28,Liquid Refreshment,Online,WebCart.com,4292,12243.35
2024-10-07,snack,Online,prime pantry,4213,12099.34
2026-05-11,Snacks,Hypermarket,giantstore,2785,11013.33
2024-04-08,Snack,Convenience,tHE cORNER sTORE,1735,11239.83
2026-04-06,Bevs,Online,WebCart Online,2212,5878.29
2024-09-02,Beverages,Online,WEBCART,1941,8689.11
2024-09-09,F&B - Bev,Online,PRIME PANTRY,2032,8231.76
2025-06-09,Bites,Hypermarket,mEGAmART iNC.,3633,23053.25
2025-11-17,F&B - Snacks,Hypermarket,MMart,2615,10474.52
2024-05-27,BEVERAGE,Hypermarket,MEGAMART INC.,3504,19253.26
2024-10-14,liquid refreshment,Hypermarket,Giant,3356,13401.45
2026-02-23,snack,Hypermarket,giant corp,3307,10826.94
2024-08-19,Drinks,Hypermarket,tHE gIANT sTORE,2632,12192.53
2024-06-17,Drinks,Supermarket,FreshGrocer,2017,10379.4
2024-03-04,F&B - sNACKS,Online,Web Cart,3540,12385.5
2025-10-06,BEVERAGES,Online,Prime Pntry,4625,14179.53
2024-07-15,Snack,Hypermarket,Giane Corp,2544,11333.64
2025-08-04,Beverages,Online,web cart,1202,5492.04
2025-04-14,dRaNKS,Supermarket,FreshGrocer,1090,3828.18
2026-01-19,Snacks,Hypermarket,Mega Mart,3015,18068.98
2024-02-05,dRINKS,Supermarket,FreshGrocer,2216,4163.45
2024-07-01,Snacks,Supermarket,dailyshop,2087,3651.38
2024-02-12,Beverages,Online,PRIMEPANTRY,1306,4314.66
2024-05-13,F&B - Snacks,Online,WebCart Online,1890,7327.97
2026-06-22,Bevs,Hypermarket,mega mart,4485,11740.22
2024-03-18,Bevs,Supermarket,FreshGrocer,3121,7250.02
2026-01-05,bEVERAGE,Supermarket,FreshGrocer LLC,2488,14322.53
2024-05-06,Beverages,Convenience,CornerStore,1689,6760.32
2026-03-09,lIQUIDarEFRESHMENT,Hypermarket,megamart inc.,3715,8997.05
2024-04-22,Beverages,Hypermarket,MegaMart,1828,5177.19
2026-05-04,bEVERAGE,Convenience,QuickStop Convenience,3702,17133.3
2024-09-30,Beverage,Hypermarket,giant store,4521,23606.07
2025-08-18,Saack,Convenience,CornerStore,3944,12587.48
2025-08-25,BEVERAGES,Convenience,cORNERsTORE iNC,2134,12438.6
2025-09-08,snack,Hypermarket,GIANT CORP,4064,19381.71
2025-05-26,Bsverage,Supermarket,Fresh Grocer,3635,13777.6
2024-09-02,Liquid Refreshment,Convenience,QuickStop,4782,16055.18
2024-02-26,SsACKS,Online,WebCart,1318,6692.28
2024-09-23,Snacks,Convenience,quick-stop,4599,17182.62
2026-03-23,F&B - Bev,Hypermarket,Giant,3396,9970.39
2025-07-21,F&B - Bev,Supermarket,Fresh Gr,2326,14998.16
2024-04-08,bevs,Online,pRIMEpANTRY dELIVERY,2558,4920.69
2026-02-02,Snack,Supermarket,dailyshop,1181,7413.04
2026-05-18,sNACKS,Supermarket,Fresh Grocer,4918,16138.38
2024-01-22,Saack,Convenience,CORNERSTORE INC,3856,20675.41
2025-09-01,BEVERAGE,Hypermarket,Giant Store,4667,27476.84
2026-06-22,Drinks,Online,WebCart Online,3985,15103.13
2024-01-29,Beverages,Supermarket,FRESH GROCER,3892,15459.77
2025-03-31,F&B - Snacks,Supermarket,fRESH gR,3641,15603.36
2024-07-22,Snacks,Convenience,QuickStop Convenience,2853,15394.85
2024-01-01,F&B - BEV,Hypermarket,GiaetStore,1630,7083.38
2025-01-20,dRINKS,Hypermarket,Giant,4566,27155.09
2025-04-07,Beverage,Supermarket,Daily-Shop,1185,4190.97
2024-08-05,sNACK,Convenience,tHE cORNER sTORE,2374,6064.07
2024-09-23,Beverages,Supermarket,DailyShop Local,2353,9881.12
2024-01-15,bEVERAGE,Hypermarket,MegaMart Inc.,2935,5432.05
2026-04-27,f&b - sNACKS,Convenience,Quick Stop,3566,22456.0
2024-09-16,sNACKS,Supermarket,DAILYSHOP,2202,7123.03
2026-01-05,bites,Online,webcart.com,4058,14432.51
2026-06-01,Liquid Refreshment,Convenience,Corner Store,2363,12296.26
2025-02-03,Liquid Refreshxent,Hypermarket,MegaMart Inc.,1612,7317.69
2025-06-09,Snack,Supermarket,DailyShop Local,1793,9132.26
2025-01-20,Seack,Convenience,QUICKSeOP,4080,6877.94
2025-12-29,f&b - bEV,Hypermarket,MegaMart Inc.,4423,11627.1
2025-07-14,F&B - Snacks,Supermarket,dAILYsHOP lOCAL,4036,9745.37
2025-04-07,beTES,Hypermarket,gIANT sTORE,2756,9161.87
2024-06-24,Snacks,Online,WebCart,3231,9703.05
2024-09-16,bites,Online,Prime Pntry,1348,7907.74
2026-03-16,Packaged Snacks,Convenience,QuickStop,4747,9615.64
2026-01-19,snack,Supermarket,DailyShop,2675,6793.81
2025-07-14,dRINKS,Supermarket,Fresh Grocer,1455,8717.95
2025-12-08,Bites,Convenience,quickstop,3838,20998.12
2025-10-06,snacks,Online,primepantry delivery,1237,4162.47
2024-04-22,Snack,Supermarket,FreshGrocer,2884,11171.23
2026-05-18,F&B - Bev,Hypermarket,gIANT cORP,3495,18387.77
2026-05-04,F&B - Bev,Supermarket,dAILY-sHOP,3967,10959.26
2026-06-22,beverage,Supermarket,FRESHGROCER,1197,2617.27
2025-10-06,Packaged Snacks,Supermarket,DailyShop Local,2930,9788.36
2025-02-03,Bites,Supermarket,FRESH GROCER,1873,5866.65
2026-06-08,Drinks,Online,WebCart.com,1074,2230.01
2025-07-28,DRINKS,Hypermarket,The Giant Store,1680,3610.35
2025-05-05,Beverages,Online,Prime Pntry,2823,10493.97
2024-05-20,PackagedxSnacks,Supermarket,Fresh Gr,4981,21448.18
2025-03-24,Drinks,Supermarket,FreshGrocer,1290,4052.85
2024-04-22,F&Bs- Snacks,Hypermarket,GiantStore,3042,9132.11
2024-12-23,F&B - Bev,Supermarket,FRESHGROCER,3243,9042.63
2025-04-21,Bevs,Convenience,CornerStore,4724,30114.19
2024-04-15,Snacks,Hypermarket,Giant Corp,2629,16433.98
2024-10-14,bites,Online,Prime Pntry,4528,23324.49
2024-02-12,Snacks,Supermarket,Daily Shop,4638,10440.39
2026-02-16,Packaged Snacks,Online,Prime Pntry,2610,10111.02
2026-03-02,LIQUID REFRESHMENT,Online,PrimePantry,3592,16560.74
2026-05-18,Snack,Convenience,CornerStore Inc,1309,6010.92
2025-03-24,Bevs,Hypermarket,The Giant Store,2988,14310.71
2024-06-10,snacks,Convenience,QuickStop Convenience,1164,7340.46
2026-06-22,f&b - sNACKS,Supermarket,dAILYsHOP,2577,5077.18
2025-07-21,Bites,Supermarket,FRESH GR,3676,6345.0
2024-08-12,Drinks,Hypermarket,MegaMart Inc.,3434,11140.74
2025-08-25,Bites,Supermarket,DAILY SHOP,4207,14827.26
2024-01-15,Beverage,Convenience,Quick-Stop,3014,14211.44
2024-12-16,packaged snacks,Convenience,Quick Stop,3599,7355.28
2024-12-09,Snack,Convenience,Quick Stop,3540,12493.76
2026-03-09,snack,Online,Prime Pantry,2398,11371.56
2024-06-03,Snacks,Convenience,cORNERsTORE iNC,2012,3471.32
2024-04-01,F&B - Bev,Supermarket,dAILYsHOP lOCAL,1984,8298.67
2025-03-24,f&b - sNACKS,Hypermarket,gIANT sTORE,2686,9516.27
2024-12-30,BITES,Online,WebCart.com,4943,24602.93
2024-05-06,Beverages,Online,PRIMEPANTRY,1225,2377.52
2024-05-06,Liquid Refreshment,Hypermarket,MegaMart Supercenters,3153,4764.66
2026-05-04,Bites,Supermarket,Freeh Grocer,1640,3873.78
2025-06-30,F&B - Snacks,Supermarket,FreshGrocer LLC,1016,6133.61
2025-03-31,Drsnks,Online,web cart,4972,25155.39
2024-08-05,PACKAGED SNACKS,Hypermarket,mEGAmART sUPERCENTERS,2144,5598.57
2025-02-10,Beverage,Convenience,QuickStop,1479,6493.69
2024-10-28,Snacks,Supermarket,Daily Shop,2857,12142.19
2025-05-26,Bites,Convenience,CORNERSTORE,3395,20688.4
2024-12-16,F&B - Bev,Supermarket,Daily-Shop,3261,15499.87
2024-03-04,Snacks,Supermarket,Fresh Grocer,1203,7690.22
2025-04-21,Snack,Online,PrimePantry,1478,2368.96
2024-06-24,F&B - Snacks,Online,pRIMEpANTRY dELIVERY,4723,23083.31
2024-05-13,Drinks,Online,Przme Pantry,4124,9937.72
2025-04-14,Snack,Convenience,QuickStop,3365,16738.74
2025-08-25,f&b - snacss,Online,Web Cert,4617,23096.02
2025-07-28,Packaged Snacks,Online,pRIME pNTRY,4694,17803.23
2026-06-22,F&B - Snacks,Supermarket,Fresh Gr,2065,8802.37
2026-04-20,BIxES,Hypermarket,Giant Store,1233,6983.31
2025-03-31,F&B - Snacks,Hypermarket,The Giant Store,4953,23356.29
2025-09-01,Bites,Hypermarket,gIANT,1494,9569.07
2025-06-30,Bites,Supermarket,daily shop,3533,13596.94
2024-12-02,F&B - Snacks,Convenience,The Corner Store,2108,4798.02
2025-07-21,Bites,Online,PrimePantry Dzlivery,2668,12710.69
2024-07-01,Liquid Refreshment,Online,webcart,2681,14114.14
2025-02-17,F&B - Bev,Supermarket,Fresh Gr,1478,5983.58
2024-03-18,Bites,Hypermarket,MegaMart Supercenters,3895,9476.59
2025-05-26,Bites,Online,PrimePantry,3732,24131.62
2025-01-13,Snacks,Hypermarket,GiantStore,2670,9496.7
2026-06-15,Bevs,Online,WEBCART.COM,1832,2984.47
2024-07-29,packaxed snacks,Online,WebCart.com,1079,3225.02
2025-02-17,Packaged Snacks,Hypermarket,GiantStore,3308,13968.55
2024-12-30,Bites,Convenience,QUICK STOP,1123,5408.99
2024-07-01,Snacks,Online,WebCart.com,2378,5402.74
2024-01-15,Packagxd Snacks,Convenience,corner store,4796,13612.76
2024-12-09,Drinks,Supermarket,dAILYsHOP,1880,7983.89
2026-04-27,Snack,Online,WebCart,2073,12557.93
2024-01-08,Drinks,Online,PRIME PNsRY,3137,20323.46
2025-12-22,Packaged Snacks,Convenience,QUICKSTOP,4769,16834.25
2026-02-09,PACKAGED SNACKS,Online,Prime Pantry,2424,14883.86
2026-05-25,Packaged Snacks,Supermarket,DailyShop Local,1900,11302.96
2026-02-09,BEVERAGE,Supermarket,Dasly Shop,4618,13892.93
2024-08-26,Beverages,Hypermarket,mmart,3676,13693.08
2025-06-16,drinks,Convenience,CornerStore,1078,1665.61
2025-08-11,Snack,Online,Prime Pantry,2885,9357.04
2025-12-22,Beverage,Hypermarket,MegaMart Supercenters,1999,3033.7
2026-03-30,beveeage,Supermarket,DailyShop,4375,19556.86
2024-08-05,DRINKS,Hypermarket,MegaMart,3933,18308.94
2026-03-23,Bevs,Supermarket,Daily Seop,1155,6639.98
2024-07-29,F&B - Snacks,Hypermarket,MMart,2141,12221.17
2026-05-25,Snack,Hypermarket,Giant,3388,11133.3
2025-01-13,Beverage,Online,WebCart Online,4565,7663.97
2024-03-04,BEVERAGES,Online,WebCart,1064,4240.3
2024-12-23,Bites,Hypermarket,MMart,3875,17305.35
2024-09-16,liquid refreshment,Supermarket,DailyShop,3982,14762.71
2025-12-15,Bevexages,Hypermarket,MMart,2619,15991.7
2024-08-19,f&b - sNACKS,Hypermarket,MegaMart Inc.,2882,10987.26
2025-01-20,Packaged Snacks,Convenience,CornerStore Inc,1547,6568.28
2025-06-16,F&B - SNACKS,Hypermarket,MegaMart Inc.,4032,6065.64
2024-02-05,snaczs,Online,Primz Pantry,4634,26888.56
2025-05-19,Beverage,Online,PRIMEPANTRY DELIVERY,3233,7689.91
2024-04-29,Bites,Supermarket,fRESHgROCER,2422,6851.71
2026-02-16,Beverage,Supermarket,fRESHgROCER llc,1514,9479.17
2026-03-09,F&B - Snacks,Supermarket,fRESHgROCER llc,3699,11195.41
2026-04-13,f&b - bev,Supermarket,FRESH GROCER,4728,19804.6
2024-04-08,Snack,Hypermarket,MEGAMAxT,4195,23653.28
2024-10-07,Packaged Snacks,Convenience,QuickStop Conveniezce,4710,10623.35
2026-05-18,Packaged Snacks,Hypermarket,Giant,1841,5441.71
2025-03-31,f&b - sNACKS,Hypermarket,MMart,2768,14479.53
2025-10-06,beverage,Hypermarket,The Giant Store,4499,8074.1
2024-06-24,bEVS,Online,WebCart,3051,5604.85
2024-06-10,pACKAGED sNACKS,Convenience,Corner Store,1541,6178.36
2024-04-22,Drinks,Supermarket,FreshGzocer,3661,17269.6
2026-06-08,Packaged Snacks,Convenience,QuickStop,4154,24903.76
2024-04-22,F&B - Snacks,Online,WebCart,1180,1918.38
2026-03-16,Bites,Online,PRIME PANTzY,1741,9012.33
2025-10-13,Bites,Online,Prime Pntry,3147,8221.44
2026-02-02,Liqzid Refreshment,Supermarket,Daily-Shop,2739,17396.95
2024-02-19,BEVS,Hypermarket,Giant Store,4695,24809.43
2024-09-16,Beverage,Convenience,CornerStore Inc,4553,12774.43
2025-04-28,Snack,Hypermarket,Giant Store,3581,21810.64
2024-03-18,bEVERAGES,Convenience,Quick Stop,1610,4258.32
2024-02-19,Beverage,Online,WebCart,3884,9966.74
2024-11-04,F&B - Snacks,Hypermarket,Giant Corp,2319,13848.99
2024-11-11,Packaged Snacks,Hypermarket,MegaMart Supercenters,1239,6968.31
2025-02-10,Drinks,Online,webcart.com,3547,19158.11
2024-03-11,Snack,Convenience,CornerStore Inc,2833,5318.23
2025-08-25,Bevs,Convenience,Quick-Stop,2585,9368.13
2026-04-06,f&b - sNACKS,Online,WebCart.com,1573,8628.72
2025-03-24,sNACK,Convenience,CornexStore Inc,4886,16776.89
2026-03-23,Bavs,Convenience,Cornerztore,2077,5327.58
2024-05-13,bEVS,Supermarket,Fresh Grocer,2008,3285.83
2025-10-27,bites,Online,PrimePantry,1549,4113.37
2024-11-11,F&B - Bev,Online,Prime Pantry,2188,11641.57
2025-11-24,Packaged Snacks,Online,PrimePantry Delivery,1606,3341.95
2025-01-13,Drinks,Online,PrimePantry Delivery,3623,5560.33
2025-10-20,Packaged Snacks,Convenience,CornerStore Inc,1748,7659.59
2025-12-29,bITES,Supermarket,FreshGxocer LLC,4663,12843.45
2026-01-12,beversge,Online,pRIMEpANTRY dELIVERY,1072,6855.41
2025-05-05,Drinks,Hypermarket,mmART,3936,24006.35
2024-08-26,Bevs,Online,PrzmePantry,3443,19416.63
2024-03-11,Snack,Convenience,qUICKsTOP,4458,9319.34
2025-08-11,F&Bx- BEV,Supermarket,Daily Shop,2882,10754.19
2025-09-08,SNACK,Convenience,qUICK-sTOP,3114,19410.03
2024-02-05,F&B - Snacks,Convenience,CornerStore Inc,1059,4575.32
2024-05-27,Liquid Refeeshment,Hypermarket,The Giant Store,1962,11970.91
2025-09-08,F&B - BEV,Supermarket,FreshGrocer LLC,2600,5876.82
2024-02-26,Drinks,Online,prime pntry,2215,8973.32
2025-12-22,Snacks,Hypermarket,Giant Corp,2623,7991.68
2025-04-28,Drinks,Supermarket,FreshGrocer LLC,1968,3291.65
2024-01-01,Liquid Refreshment,Online,PrimePantry Delivery,4440,12181.34
2024-11-18,F&B - SNACKS,Online,PrimePantry,3023,6656.58
2024-01-01,Liquid Refreshment,Hypermarket,MegaMart Supercenters,4837,7856.49
2024-01-22,Bites,Supermarket,freshgrocer llc,3253,9890.98
2024-02-12,Packaged Snacks,Supermarket,fresh grocer,2859,15544.31
2024-02-05,Packaged Snacks,Online,Wes Cart,2523,3821.16
2026-01-12,packaged snacks,Convenience,Quick-Stop,1792,3117.73
2026-06-15,Beverages,Online,pRIMEpANTRY,4942,22907.15
2025-11-10,sNACK,Supermarket,Daily Shop,3141,13647.14
2025-03-10,Beverages,Online,PRIMEPANTRY DELIVERY,1855,3354.59
2024-05-20,liquid refreshment,Supermarket,Daily Shop,4762,16085.35
2026-03-30,Beveraxe,Supermarket,Fresh Gr,3191,5518.84
2025-03-10,Liquid Refreshment,Supermarket,Frxsh Gr,2212,8228.15
2026-04-20,Bites,Convenience,CornerStore Inc,3366,17751.45
2024-11-11,F&B - Bev,Hypermarket,MegaMart,4160,18084.48
2026-04-27,BEVERAGES,Convenience,CornerStore,3353,19960.6
2025-01-06,f&b - bev,Convenience,quick stsp,1091,6486.39
2025-07-07,Liquid Refreshment,Hypermarket,THE GIANT STORE,4920,28012.51
2024-07-29,Snacks,Convenience,The Corner Store,4232,9185.56
2025-12-22,Beverages,Convenience,CornerStore Inc,2959,7042.37
2024-01-08,Snacks,Online,PrimePantry,3054,14034.69
2025-03-24,Liquid Refreshment,Supermarket,DailyShop Local,2633,10510.79
2026-02-02,bEVERAGE,Convenience,qUICKsTOP cONVEsIENCE,4749,16949.34
2025-09-01,F&B - Snacks,Online,WebCart,4990,25060.68
2026-01-26,Liquid Refreshment,Online,Prime Pantry,2822,13692.92
2025-05-12,Snack,Convenience,cornxrstore inc,4820,29904.18
2025-10-20,BEVS,Supermarket,Fresh Gr,4474,26671.21
2025-02-24,Liquid Refreshment,Online,WEB CART,1261,6709.51
2025-12-08,Bites,Online,PRIMEPANTRY DELIVERY,3293,19428.85
2025-10-13,Beverage,Hypermarket,Giant Store,4375,20007.55
2025-10-27,FeB - Snacks,Supermarket,Daily Shop,4182,22738.39
2025-08-18,F&B - Bev,Online,PRIME PNTRY,2587,5043.65
2024-03-25,Snacks,Supermarket,DailyShop Local,3179,12644.03
2024-01-22,Bevs,Hypermarket,MMart,4800,17830.28
2025-06-23,Bites,Convenience,CornerStore Inc,1801,5563.92
2025-03-17,Bites,Convenience,CornerStore,1804,7938.03
2025-07-28,Bites,Supermarket,Daily Shop,3634,21126.78
2026-05-04,beverages,Hypermarket,The Giaxt Store,3856,10526.21
2025-07-21,Drinks,Convenience,tHE cORNER sTOaE,3561,19937.14
2025-09-08,f&b - bev,Convenience,Quick-Stop,1553,7166.75
2026-04-13,F&B - SNACKS,Online,Prize Pantry,4718,24982.59
2025-01-27,f&b - sNACKS,Online,WebCart,2241,4336.31
2025-05-19,bevs,Supermarket,dAILYsHOP lOCAL,1309,2618.6
2026-06-22,F&B - Snacks,Hypermarket,tHE gIANT sTORE,2908,5066.9
2024-01-29,Packaged Snacks,Supermarket,FRESz GR,1633,5312.37
2025-05-05,F&B - BEV,Supermarket,DailyShop Local,1122,3051.52
2024-08-19,Ssack,Online,WEB CART,2407,10164.27
2025-03-17,Bitzs,Convenience,QUICKSTOP CONVENIENCE,4432,20240.24
2025-03-10,F&B - Snacks,Online,PRIMEPANTRY DELIVERY,2815,6460.79
2024-06-10,Snacks,Online,WebCart.com,1224,4488.69
2025-12-08,Beverage,Convenience,QuickStop,3615,11517.36
2025-08-11,sNACKS,Convenience,Quicketop,1249,2858.92
2025-10-13,Packaged Snacks,Hypermarket,Giant Store,2073,8607.1
2026-03-02,F&Be- Snacks,Hypermarket,MegaMart,4339,18443.25
2024-09-09,dRINKS,Supermarket,FreshGrocer LLC,2972,16764.74
2025-11-17,Snacks,Convenience,QUICK-STOP,2140,7549.95
2025-01-06,packaged snacks,Supermarket,FreshGrocer,4685,7759.95
2025-12-08,Packaged Snacks,Hypermarket,MMart,3814,22379.31
2024-10-14,Liquid Refreshment,Convenience,CORNERSTORE,2281,4305.85
2025-02-24,F&B - Snacks,Hypermarket,Giant Store,3087,9380.25
2025-07-28,Snack,Online,WebCaet,1844,9007.22
2025-01-13,Beverages,Convenience,quick-stop,1233,2340.28
2024-01-29,Drinks,Online,Web Cart,3242,13782.34
2024-02-26,Bites,Supermarket,Fresh Grocer,1750,3784.28
2024-12-30,Snacks,Supermarket,FreshGrocer,3836,19138.82
2025-07-07,Beverage,Convenience,Corner Store,2161,4241.44
2025-02-10,F&B - Bev,Hypermarket,gIANT sTORE,3051,5005.88
2025-04-21,bEVS,Online,Prime Pntry,3214,13629.45
2025-09-29,Liquid Refreshment,Convenience,CornerStore,1643,10407.84
2024-12-30,BEVERAGES,Supermarket,Fresh xrocer,1554,6815.2
2024-06-03,Snack,Online,WEB CART,1290,4099.76
2025-01-06,Drinks,Convenience,Corner Store,4883,19908.14
2025-12-29,Beverages,Convenience,the corner store,3532,11521.06
2026-03-09,F&B - SNACKS,Online,WebCart,4071,14178.16
2024-04-08,Drinks,Online,wEBcART.COM,3426,16399.22
2024-04-15,F&B - Bev,Supermarket,daily-shop,1129,2775.14
2024-02-05,Beverages,Convenience,Quick Stop,4395,15995.82
2024-07-15,Snacks,Online,WebCart.com,1834,4741.75
2024-01-22,Snacks,Supermarket,Daily Shop,3747,10480.66
2024-08-19,Bites,Hypermarket,GIANT STORE,3343,5756.71
2025-01-13,Packaged Snacks,Hypermarket,MegaMart Supercenters,4705,24535.48
2024-09-30,Bites,Supermarket,Daily Shop,1471,5284.34
2025-12-15,Snack,Online,PrimePantry Delivery,2810,7411.82
2025-03-17,Bites,Supermarket,DAILY-SHOP,4785,27540.89
2025-12-08,Packaged Snacks,Supermarket,Fresh Grocer,2830,5353.75
2024-08-12,Bevs,Supermarket,DailyShop,4542,22946.31
2024-07-01,Beverage,Hypermarket,Giant,3613,5877.62
2024-12-09,F&B - Bev,Convenience,QUICK-STOP,1604,3362.94
2025-04-14,F&B - Snacks,Hypermarket,MMART,1592,9100.69
2025-10-27,bEzERAGE,Supermarket,Daily Shop,4232,7288.96
2026-03-02,Snack,Supermarket,FreshGrocer LLC,1028,4148.07
2025-09-15,Packaged Snacks,Supermarket,FreshGrocer,1468,2810.74
2026-06-15,bEVsRAGE,Hypermarket,giaet store,2871,18625.24
2026-06-08,Drinks,Hypermarket,MegaMart,3977,24118.17
2024-10-14,bites,Hypermarket,The Giant Store,1366,6422.7
2024-12-30,Snack,Supermarket,DailyShop Local,4886,14336.24
2025-01-20,Liquid Refreshment,Convenience,Quick Stop,2042,8806.9
2024-11-25,Bevs,Hypermarket,MegaMart Inc.,4515,25119.35
2026-06-08,Snacks,Hypermarket,The Giant Store,2158,4419.89
2024-11-18,F&B - Bev,Convenience,The Corner Store,3977,9438.91
2025-06-02,Snack,Hypermarket,Giant Store,3878,14988.43
2026-04-27,F&B - Bev,Convenience,QUICK-STOP,4123,6801.46
2024-08-12,F&B - Bev,Online,Prsme Pantry,3841,12378.19
2024-04-01,Bites,Convenience,Quick-Stop,3536,18643.0
2024-08-12,Snack,Convenience,Quick Stop,3380,7629.57
2025-11-10,Beverages,Online,WebCart.com,1544,6864.09
2024-01-29,SNACKS,Hypermarket,MMART,3687,17096.9
2025-12-01,Beverages,Hypermarket,gIANT sTORE,2052,13234.04
2024-06-03,Beverages,Hypermarket,GiantStore,2043,6925.89
2026-06-01,F&B - Bev,Supermarket,Fresh Gr,2200,7069.81
2025-03-31,Bites,Convenience,qUIaK sTOP,4683,8641.09
2025-11-10,Snacks,Supermarket,FreshGrocer LLC,4802,10093.38
2025-06-23,Beverages,Online,Web Cart,3532,8536.2
2026-02-09,Bevs,Online,PrimePantry Delivery,2825,7091.99
2026-06-22,f&b - snacks,Online,PrimePantry Delivery,3111,10483.39
2025-09-15,F&B - Bev,Convenience,CornerStore Inc,4960,9009.05
2024-10-14,Bites,Convenience,QuickStop Convenience,3778,18096.58
2026-03-02,packaged snacks,Convenience,QuickStop Convenience,2122,7399.18
2026-04-20,Beverage,Convenience,QuickStop Convenience,1724,8132.74
2024-10-28,Liquid Refreshment,Hypermarket,MEGAMART SUPERCENTERS,2550,16134.8
2026-05-25,LIQUID REFRESHMENT,Online,prsme pntry,3381,8627.03
2024-03-04,Bites,Convenience,qUICK-sTOP,2994,7407.86
2025-07-14,Drinks,Convenience,The Corner Store,2890,16833.77
2024-09-09,Bztes,Online,Prime Pantry,1152,4074.18
2025-03-10,PACKAGED SNACKS,Hypermarket,MegaMart,3198,13620.03
2026-04-20,Snack,Hypermarket,MMart,2108,10996.27
2025-12-01,bITES,Online,WebCart.com,2962,15895.85
2025-09-01,F&B - Bev,Online,WebCart.com,3831,15504.78
2025-08-25,F&B - Snacks,Supermarket,FreshGrocer,2551,7402.1
2026-03-30,Packaged Snacks,Convenience,QuickStop,1089,4749.18
2025-06-16,snack,Convenience,Cozner Store,4586,15988.43
2025-06-16,Beverages,Hypermarket,giant store,4059,18466.87
2024-06-03,Packaged Snacks,Hypermarket,mmART,3368,13179.19
