Week_Start,Reported_SKU,Reported_Brand,Reported_Variant,Sub_Category,Reported_Category,Store_Type,Reported_Retailer,Volume,Unit_Price,Total_Sales
2026-04-20,SKU-1016,SwzetTreat,Oatmeal Raisin,Cookies,Snacxs,Hypermarket,GiantStore,539,4.04,2178.1
2025-07-07,sku-1016,SWEETTREAT,Oat,Cookies,Snack,Hypermarket,gIANT sTORE,455,2.02,920.75
2024-04-15,sku-1018,DoughBoy,Vanilla,Cookies,Snacks,Supermarket,Fresh Grocer,52,4.03,209.75
2026-03-30,SKU-1018,DoughBoy,Vanilla,Cookies,snaaks,Online,WebCart Online,474,5.21,2471.28
2024-03-25,SKU-1009,Titan,Citrs,Energy,Liquid Refreshment,Online,Prime Pantry,299,3.43,1025.34
2025-10-06,SKU-1016,SweetTreat,Oat,Cookies,Bates,Convenience,The Corner Store,72,4.27,307.77
2024-12-09,SKU-1003,ColaMax,Reg,Soda,Liquid Refreshment,Convenience,Cornez Store,375,3.02,1133.85
2026-03-02,sku-1013,PotatoKing,Clssc,Chips,Snacks,Supermarket,FreshGrocer,169,3.55,600.3
2025-10-13,SKU-1016,SWEETTREAT,Oatml,Cookies,Bites,Convenience,QuickStop,321,4.62,1481.52
2024-08-05,SKU-1004,colamax,zERO sUGAR,Soda,Bexerage,Hypermarket,mega mart,690,3.82,2637.05
2025-02-10,sku-1010,CrunchBite,Sltd,Chips,Snacks,Online,PrimePantry Delivery,417,2.18,907.92
2024-12-09,SKU-1000,FizzPop,RExULAR,Soda,bEVS,Hypermarket,MMart,344,4.88,1677.86
2025-05-26,SKU-1001,FIZZPOP,Lite,Soda,Bevs,Hypermarket,Mega Mart,93,2.44,226.62
2024-10-28,SKU-1016,SWEETTREAT,OaTML,Cookies,Snack,Online,PrimePantry Delivery,355,3.44,1219.7
2025-05-26,SKU-1013,potatoking,clssc,Chips,Bites,Convenience,QuickStop,181,2.37,429.47
2025-12-29,SKU-1000,fizzpop,Regular,Soda,F&B - Bev,Supermarket,FreshGrocer,97,2.26,219.03
2024-06-24,SKU-1014,potatokang,SC & Onion,Chips,fab - sNACKS,Online,WebCart Online,489,4.53,2214.1
2026-06-15,SaU-1016,SweetTreat,OATML,Cookies,sNACK,Supermarket,FresxGrocer,314,5.21,1636.07
2024-11-11,SKU-1003,ColaMax,Reg,Soda,Beverage,Supermarket,DAILYSHOP,197,4.21,829.8
2026-06-01,SKU-1005,ColaMax,Van,Soda,BEVERAGES,Hypermarket,megamart supercenters,723,2.1,1516.93
2024-06-10,SKU-1005,ColaMax,Vnla,Soda,F&B - Bev,Supermarket,Fresh Grocer,595,5.56,3310.98
2025-05-12,SKU-1007,Zap,sugar free,Energy,bEVERAGES,Online,Prime Pantry,288,3.33,958.56
2024-02-26,sku-1017,DoughBoy,DBL CHOCO,Cookies,sNACKS,Online,pRIMEpANTRY,449,4.5,2020.97
2025-05-19,SKU-1016,SaEETTREAT,oATML,Cookies,Snacks,Online,WebCart Online,306,5.37,
2024-06-17,SKU-1009,tITAN,Citrus,Energy,Drinks,Hypermarket,Mega zart,700,3.34,2337.8
2025-06-02,SKU-1017,DoughBoy,Dbl Chc,Cookies,Snacks,Hypermarket,Giant,342,2.45,837.47
2026-03-30,sku-1015,sweettreat,choco chip,Cookies,Packaged Snacks,Online,Prime Pantry,134,4.81,644.35
2026-06-08,sku-1004,cOLAmAX,Zero,Soda,Bexs,Hypermarket,MegaMart Supercenters,110,2.82,309.69
2026-02-23,sku-1004,ColaMax,No Sugar,Soda,Liquid Refreshment,Hypermarket,The Giznt Store,360,5.04,1814.57
2025-09-29,SKU-1014,PotatoKing,Sour Crm,Chips,SNACK,Hypermarket,Mega Mart,159,3.27,520.15
2024-11-11,SKU-1013,PotatoKing,Clssc,Chips,Snacks,Hypermarket,GIANT,196,3.51,687.57
2024-04-22,sku-1007,zap,SF,Energy,Beverages,Online,Prime Pantry,176,5.88,1034.29
2025-12-22,SKU-1008,tITAN,Mixed Berry,Energy,Drinks,Supermarket,FreshGrocer LLC,409,2.19,897.12
2024-08-26,SKU-1018,DOUGHBOY,Vnla,Cookies,Packaged Snacks,Convenience,QuickStop,410,5.93,2432.12
2025-07-21,SKU-1018,DoughBoy,French Vanilla,Cookies,bites,Supermarket,Daily Shop,190,3.44,
2024-08-05,SKU-1005,cOLAmAX,Vnla,Soda,F&B - BEV,Hypermarket,gIANT cORP,744,5.88,4372.04
2024-10-14,SKU-1e09,Titan,Ctrs,Energy,bEVS,Supermarket,DailyShop Local,238,5.04,1199.62
2024-01-08,SKU-1011,CrunchBite,honey bbq,Chips,PackagedzSnacks,Online,Web Cart,229,3.04,696.31
2026-01-19,SxU-1013,potatoking,Original,Chips,Snack,Supermarket,Fresh Gr,674,3.13,2108.53
2025-01-27,SKU-1000,FIZZPOP,Reg,Soda,Liquid Refreshment,Convenience,the corner store,336,5.08,1706.52
2024-03-04,SKU-1003,ColaMax,Base,Soda,FaB - Bev,Convenience,QuickStop Convenience,381,4.39,1671.61
2024-11-25,sku-1013,PotatoKing,CLASSC,Chips,packaged snacks,Hypermarket,Gxant,371,4.95,1835.18
2024-12-23,SKU-1006,Zap,Classic,Energy,Bevs,Hypermarket,gIANT sTORE,418,2.92,1219.42
2025-01-20,SKU-1009,Titan,Lemon-Lime,Energy,Bevs,Convenience,Quick Stop,500,5.48,2739.23
2024-09-02,sku-1000,FizzPop,Orig,Soda,Liquid Refreshment,Convenience,THE CORNER STORE,234,5.25,1228.42
2024-07-22,SKU-1010,crunchbite,Original Salted,Chips,Snacks,Convenience,CornerSxore Inc,160,5.09,814.03
2026-06-08,sku-1006,Zap,Orig,Energy,F&B - Bev,Hypermarket,Giant,772,4.21,3252.94
2026-03-02,SKU-1014,PotatoKing,Sour Crm,Chips,Bites,Hypermarket,megamart,283,2.07,586.25
2024-10-28,SKU-1013,PotatoKing,Original,Chips,f&b - sNACKS,Online,WebCart,136,3.65,495.98
2026-02-09,SKU-1001,fIZZpOP,diet,Soda,Beverage,Supermarket,dailyshop,136,3.5,475.49
2024-10-14,SKU-1016,SweetTreat,Oatmeal,Cookies,Packaged Snacks,Online,WEB CART,153,4.71,721.23
2024-04-15,SKU-1017,doughboy,Double Choco,Cookies,Seacks,Convenience,QUICKSTOP,278,4.34,1205.9
2026-04-13,SKU-1015,SWEETTREAT,Choco Chip,Cookies,sNACK,Hypermarket,MegaMart Inc.,284,3.52,998.26
2026-05-11,SKU-1004,colamax,0,Soda,Drinks,Convenience,quickstop convenience,522,5.73,2990.78
2024-07-15,SKU-1010,CRUNCHBITE,Salt,Chips,Snacks,Convenience,QuickStop Convenience,96,5.98,574.54
2026-06-22,SKU-1015,SweeaTreat,cc,Cookies,Snack,Online,Prime Pantry,258,2.76,712.39
2025-08-18,SKU-1011,crunchbite,BBQ,Chips,snacks,Hypermarket,MegaMart Supercenters,386,2.4,928.09
2026-01-05,sku-1001,FizzPop,Dizt,Soda,Beverages,Supermarket,Fresh Grocer,431,2.4,1032.46
2026-05-18,SKU-1001,fizzpop,Zero Cal,Soda,Liquid Refreshment,Supermarket,FRaSH GR,429,5.45,2338.37
2026-02-16,sku-1006,Zap,Ognl,Energy,Liquid Refreshment,Hypermarket,Mega Mart,178,5.98,1064.91
2024-08-19,skux1002,fizzpop,wILD cHERRY,Soda,Beverages,Convenience,Corner Store,345,3.26,1125.45
2024-11-11,SKU-1017,dOUGHbOY,Double Choco,Cookies,PACKAGED SNACKS,Online,webcart.com,609,3.05,1854.73
2024-02-12,SKU-1012,CrunchBite,Flamin,Chips,Snack,Convenience,CoenerStore Inc,291,2.24,651.43
2025-12-22,SKU-1018,DOUGHBOY,French Vanilla,Cookies,Snack,Convenience,Quick-Stop,394,2.05,807.64
2025-04-28,SKU-1016,SweetTreat,Oatml,Cookies,Bixes,Supermarket,FreshGrocer LLC,379,4.4,1669.07
2024-05-13,SKU-10e7,doughboy,DblsChoco,Cookies,Bites,Convenience,CornerStore Inc,345,2.21,762.56
2024-04-15,SKU-1006,Zap,Ognl,Energy,Beverage,Online,wEBcART,324,4.11,1331.03
2024-03-11,SKU-1009,Titan,Citrs,Energy,Liquid Refreshment,Convenience,CornerStore,345,3.08,1062.76
2026-02-02,SKU-z012,CrunchBite,SPICY,Chips,sNACK,Online,wEB cART,509,2.45,1248.95
2026-04-27,SKU-1003,ColaMax,Reg,Soda,F&a - Bev,Online,Prime Pantry,156,2.69,419.51
2025-06-23,SKU-1009,Titan,Citrus,Energy,Beverage,Convenience,QuickStop,142,2.0,284.46
2024-09-23,SKU-1013,PotatoKing,oRIGINAL,Chips,F&B - Snacks,Supermarket,DailyShop Local,390,5.56,2166.45
2024-11-04,sku-1001,FizzPop,Zero Cal,Soda,F&B - Bev,Supermarket,daily-shop,65,2.59,168.56
2026-04-20,SKU-1018,DoughBoy,Van,Cookies,F&B - Snacks,Convenience,CORNER STORE,382,4.49,1713.87
2024-12-16,SKU-1007,Zap,Sugar Free,Energy,Bevs,Convenience,CORNER STORE,254,5.0,1269.54
2025-03-31,SKU-1000,FizzPop,Standard,Soda,dRINKS,Convenience,CornerStore,260,4.2,
2024-05-27,SKU-1001,FizzPop,Diet,Soda,Drinks,Supermarket,FreshGrocer,67,2.2,147.61
2024-12-02,sku-1e10,CrunchBite,ORIGINAL SALTED,Chips,snack,Convenience,Quick-Stop,394,4.86,1915.81
2025-06-16,sku-1003,ColaMax,Base,Soda,Drinks,Hypermarket,Mega Mart,583,5.32,3098.94
2024-02-05,SKU-1018,dOUGHbOY,Vnla,Cookies,Snacks,Supermarket,Fresh Gr,444,2.81,1246.45
2024-09-02,SKU-1013,PotatoKing,Classc,Chips,f&b - snacks,Hypermarket,MegaMart Supercenters,331,3.94,1304.23
2024-02-12,SKU-1000,fIZZpOP,Standard,Soda,bEVS,Convenience,the corner store,201,3.11,624.98
2024-09-02,SKU-1008,titan,Bery,Energy,Bevs,Hypermarket,Giant etore,276,2.61,721.67
2024-03-04,SKU-1009,Titan,Lemon-Lime,Energy,Liquid Refreshment,Hypermarket,Giant Store,295,2.27,670.88
2026-05-11,SKU-1012,CrunchBite,Spicy,Chips,Snack,Convenience,CornerStore,212,3.7,783.47
2025-08-25,sku-1006,zAP,oRIGINAL,Energy,Liquid Refreshment,Hypermarket,MMART,297,3.06,907.97
2024-10-28,SKU-1002,FxzzPop,Cherry,Soda,f&b - bEV,Supermarket,DailyShop,285,4.2,1196.82
2025-08-11,SKU-1015,sweettreat,Choco Chip,Cookies,Snacks,Convenience,Quick-Stop,224,2.76,618.86
2024-04-08,sku-1009,Tstan,Ctrs,Energy,lIQUID rEFRESHMENT,Convenience,the corner store,124,4.73,587.04
2025-05-19,SKU-1017,DoughBoy,DOUBLECHOCO,Cookies,Snacks,Hypermarket,Mega Mart,122,5.5,
2024-12-02,sku-1006,Zap,Classic,Energy,Liquid Refreshment,Supermarket,Daily-Shop,333,3.14,1044.83
2025-01-27,SKU-1009,Titxn,Lemon-Lime,Energy,Drinks,Hypermarket,The Giant Store,450,5.46,2458.83
2026-03-16,SKU-1011,CrunchBite,BBQ,Chips,Snack,Convenience,Corner Store,326,4.12,1342.74
2024-03-25,sku-1003,ColaMax,Base,Soda,Beverages,Supermarket,daily-shop,202,3.39,684.02
2024-12-23,SKU-1001,FizzPop,dT,Soda,bEVERAGES,Hypermarket,MegaMart Inc.,158,4.62,729.91
2024-12-16,sku-1003,ColaMax,rEG,Soda,Beverage,Supermarket,Daily-Shop,156,5.89,918.52
2026-04-06,sku-1009,Titan,Citrus,Energy,Beverages,Supermarket,Fresh Grocer,409,3.02,1236.85
2024-11-18,SKU-1000,FIZZPOP,Standard,Soda,Liquid Refreshment,Convenience,CornerStore Inc,468,4.63,
2025-12-08,SKU-1011,CrunchBite,Barbecue,Chips,Packaged Snacks,Hypermarket,Giant Corp,676,2.82,1906.78
2026-04-13,sku-1018,DOUGHBOY,Vnla,Cookies,sNACK,Convenience,Corner Store,260,2.21,575.69
2026-05-18,SKU-1009,Titan,Lemon-Lime,Energy,Beverage,Convenience,QuickStxp,459,4.95,2274.1
2024-08-19,SKU-1002,FizzPop,Chery,Soda,f&b - bEV,Supermarket,DailyShop Local,508,2.5,1269.48
2026-02-23,sku-1010,CrunchBite,Salted,Chips,Packaged Snacks,Convenience,Quick-Stop,67,5.97,400.11
2024-09-30,SKU-1007,Zap,sf,Energy,Bevs,Supermarket,Daily-Shop,113,3.11,351.63
2026-04-20,sku-1011,CrunchBite,Barbeque,Chips,Snacks,Online,WebCart,245,3.57,875.03
2024-10-28,ska-1010,crunchbite,salted,Chips,Bites,Convenience,CornerStore,398,4.81,1915.88
2024-01-08,sku-1003,cOLAmAX,Reg,Soda,f&b - bEV,Convenience,The Corner Store,129,2.27,293.36
2026-05-11,SKU-1016,SweetTreat,Oatmaal,Cookies,SNACK,Online,WebCart,501,2.04,1024.33
2024-02-12,SKU-1013,pOTATOkING,Classic,Chips,F&B - Snacks,Supermarket,dAILYsHOP,345,3.66,1262.69
2025-11-10,SKU-1017,DoughBoy,Dbl Chc,Cookies,Snacks,Supermarket,DailyShop Local,217,3.44,747.55
2025-10-06,SeU-1015,SweetTreat,cHOCx cHIP,Cookies,Snacks,Supermarket,DAILYSHOP,233,4.15,966.65
2024-07-15,SKs-1002,Fizzeop,cHERRY,Soda,Beverage,Supermarket,FRESHGROCER LLC,603,4.28,2583.7
2025-03-31,SKU-1015,SweetTreat,ChocoChip,Cookies,Packaged Snacks,Supermarket,dAILYsHOP lOCAL,501,5.27,2638.56
2025-06-02,sku-1006,Zap,Classic,Energy,Beverages,Convenience,CornerStore Inc,538,4.22,2269.0
2026-06-01,sku-1012,cRUNCHbITE,SPICY,Chips,Snack,Hypermarket,MegaMart,273,4.94,1349.11
2024-05-06,SKU-1018,doughboy,Van,Cookies,Snacks,Online,WebCart Online,71,3.53,250.86
2024-05-27,SKU-1004,ColaMax,0,Soda,Liquid Refreshment,Supermarket,FreshGrocer,497,2.31,1146.14
2024-12-30,SKU-1000,FizzPxp,Regular,Soda,beverage,Convenience,CornerStore,121,4.34,525.47
2024-04-22,SKU-1008,Tstan,Bery,Energy,Beverages,Hypermarket,mmart,161,5.12,823.55
2024-03-25,SKU-1015,SweetTreat,Choco Chip,Cookies,f&b - sNACKS,Convenience,quickstop,383,2.39,916.89
2026-02-16,sku-1018,DoughBoy,VAN,Cookies,Bites,Online,PrimePantry Delivery,319,5.42,1730.28
2025-06-16,SKU-1008,Titan,Berry,Energy,Bxverage,Hypermarket,MEGAMART,721,4.13,2974.44
2025-11-10,sku-1009,titan,Lemon-Lime,Energy,beverage,Online,WebCart,343,2.4,821.58
2025-05-26,SKU-1017,DoughBoy,DoubleChoco,Cookies,PACKAGED SNACKS,Online,PrimePantry,475,2.96,1406.45
2024-12-02,SKU-1009,tITAN,Citrus,Energy,Bevs,Supermarket,dailyshop,345,3.7,1278.06
2026-01-26,SKU-1005,cOLAmAX,French Vanilla,Soda,Bevs,Convenience,qUICKsTOP,62,5.5,340.93
2024-05-27,SKU-1017,DaughBoy,Double Choco,Cookies,SNACKS,Online,WebCart,179,3.45,617.1
2025-11-24,SKU-1e04,colamax,0,Soda,Beverages,Convenience,CornerStore,468,3.58,1673.68
2026-05-11,SKU-1012,cRUNCHbITE,Hot,Chips,F&B - Snacks,Supermarket,freshgrocer llc,345,3.21,1107.54
2024-08-19,SKU-1017,doughboy,Double Choco,Cookies,Snack,Hypermarket,MegaMart Inc.,145,2.06,298.22
2026-05-25,sku-1001,FIZZPOP,Dt,Soda,BEVERAGE,Hypermarket,MegaMart Supercenters,79,2.27,
2024-11-11,SKU-1016,SweetTreat,Oatmeal,Cookies,Bites,Supermarket,DailyShop,330,2.48,818.89
2024-09-09,SKU-10e7,Zap,SF,Energy,DRzNKS,Hypermarket,Giant Store,374,5.14,1923.43
2025-10-20,SKU-1001,fizzpop,Lite,Soda,Liquid Refreshment,Hypermarket,mmART,367,3.01,1105.36
2025-11-24,sku-1017,DoughBoy,Dbl Chc,Cookies,Snack,Supermarket,DailyShop,563,3.35,1887.33
2024-09-02,SKU-1013,POTATOKING,Orsginal,Chips,Packaged Snacks,Hypermarket,Giant,303,3.58,1085.23
2026-02-09,SKU-1015,SWEETTREAT,CC,Cookies,bites,Convenience,The Corner Store,200,3.8,759.25
2024-01-08,SKU-1007,zap,SF,Energy,bEVERAGES,Online,PrimePantry Delivery,109,2.81,306.43
2025-12-22,SKU-1010,CrunchBite,SALTED,Chips,F&B - Snacks,Convenience,QuickStop Convenience,96,5.51,528.84
2024-02-19,SKU-1018,DoughBoy,vANILLA,Cookies,f&b - snacks,Hypermarket,megamart inc.,461,4.07,1874.87
2025-03-03,sku-1015,SweztTreat,Chocolate Chip,Cookies,Snack,Online,Prime Pntry,198,4.89,968.9
2025-04-28,SKU-1004,ColaMax,No Sugar,Soda,BEVERAGE,Online,Prime Pantry,423,3.84,1625.5
2024-05-27,sku-1008,Titan,Bery,Energy,Drinks,Hypermarket,Giant Store,384,5.84,2243.74
2024-11-25,SKU-1018,DOUGHBOY,vANILLA,Cookies,F&B - Snacks,Online,Prime Pantry,170,3.33,566.3
2024-03-25,SKU-1009,tITAN,Ctrs,Energy,F&B - Bev,Convenience,CornerStore,89,3.51,312.82
2026-05-11,SKU-1016,Sweetareat,Oatml,Cookies,Bites,Hypermarket,Giant,354,3.61,1276.7
2024-07-29,SKU-1003,ColaMax,Reg,Soda,Bevs,Hypermarket,The Giant Store,457,5.27,2410.4
2025-06-23,sku-1007,Zap,Sugar Free,Energy,drinks,Hypermarket,MegaMart Inc.,338,4.79,1618.74
2024-12-02,SKU-1012,cRUNCHbITE,Flxmin,Chips,Snack,Online,webcart online,229,5.46,1249.62
2024-03-18,SKU-1010,CrunchBite,salted,Chips,bIzES,Supermarket,DailyShop Local,176,2.67,470.19
2025-02-24,SKUe1008,Titan,Mixed Berry,Energy,f&b - bev,Hypermarket,Giant,212,4.55,964.87
2026-06-15,SKU-1007,ZAP,SugarFree,Energy,BEVERAGE,Hypermarket,Geant,669,3.69,2467.54
2025-08-18,SKU-1012,crunchbite,Flamin,Chips,Snack,Online,WebCart,102,2.21,225.65
2024-11-11,SKU-1007,Zap,SUGARFREE,Energy,Liquid Refreshment,Convenience,CornerStore,486,5.03,2444.74
2024-09-30,SKU-1011,CrunchBite,Honey BBQ,Chips,sNaCKS,Convenience,quickstop convenience,294,4.36,1281.42
2025-08-25,sku-1008,Titan,Bery,Energy,f&b - bev,Hypermarket,MegaMart Supercenters,448,3.21,1438.93
2025-01-27,SKU-1a03,ColaMax,Base,Soda,f&b - bev,Supermarket,Fxesh Grocer,179,5.58,998.85
2025-08-18,SKU-1006,Zap,original,Energy,BEVERAGE,Supermarket,Fresh Grocer,752,2.48,1862.37
2026-05-11,SKU-1003,ColaMax,base,Soda,Bevesage,Online,PrimePantry Delivery,151,4.15,626.47
2025-09-15,SKU-1016,SweetTreat,oat,Cookies,Snacks,Hypermarket,MegaMart,392,4.81,1884.11
2024-10-14,SKa-1000,FizaPop,Oxig,Soda,Beverage,Online,wEB cART,405,5.84,2366.89
2024-06-24,SKU-1010,CrunchBite,Satd,Chips,Bites,Hypermarket,Giant,352,3.41,1201.88
2024-07-22,SKU-1007,zAP,No Sugar,Energy,Bevs,Supermarket,Fresh Grocer,189,3.06,578.83
2024-06-10,sku-1018,DoughBoy,Vnza,Cookies,sNACK,Supermarket,FreshGrocer LLC,441,4.15,1829.39
2024-02-05,sku-1008,tITAN,Bery,Energy,bEVS,Online,webcart.com,336,3.17,1066.33
2025-07-28,SKU-1006,Zap,Original,Energy,Bevs,Online,webcart,529,2.76,1458.52
2026-03-30,SKU-1018,DoughBoy,Van,Cookies,Snacks,Supermarket,freshgrocer llc,66,3.44,227.28
2025-11-17,sku-1004,ColaMax,Zero,Soda,f&b - bEV,Convenience,QUICKSTOP,130,4.23,549.94
2024-01-08,sku-1008,Titan,Bery,Energy,Beverase,Online,PrimePantry Delivery,446,5.21,2322.48
2026-03-16,SzU-1015,SweetTreat,CC,Cookies,Snacks,Supermarket,DailyShop eocal,173,3.1,536.63
2024-12-09,SKU-1017,DoughBoy,dOUBLEcHOCO,Cookies,Packaged Snacks,Hypermarket,MegaMart Supercenters,309,4.15,1283.4
2024-02-12,SKU-1000,FizzPop,Orig,Soda,lIQUID rEFRESHMENT,Hypermarket,MegaMart,426,5.69,2423.05
2025-02-17,SKU-1018,DoughBoy,vnla,Cookies,Snack,Supermarket,Daiey-Shop,67,3.47,232.64
2025-02-10,SKU-1006,Zap,Orig,Energy,lIQUID rEFRESHMENT,Hypermarket,MEGAMART INC.,52,4.63,240.95
2025-09-22,sku-1005,COLAMAX,Vnla,Soda,lIQUID rEFRESHMENT,Convenience,CornerStore,476,4.25,2024.57
2026-01-12,SKU-1011,CrunchBite,honey bbq,Chips,packaged snacks,Hypermarket,Giant,301,4.95,1489.82
2026-05-18,sku-1001,FizzPop,Diet,Soda,Drinks,Online,Web Cart,137,5.82,797.06
2025-05-12,sku-1017,dOUGHbxY,Double Choco,Cookies,Snack,Convenience,quick-stop,432,3.84,1658.53
2024-11-18,sku-1011,CrunchBite,Barbeque,Chips,Snecks,Supermarket,fresh gr,484,3.09,1495.39
2024-07-01,SKU-1004,COLAMAX,Zero,Soda,beverages,Supermarket,Fresh Grocer,78,5.95,463.8
2025-01-13,sku-1017,Dougheoy,Dbl Choco,Cookies,SNACKS,Convenience,CORNER STORE,622,2.17,1349.38
2024-03-04,SKU-1000,FizzPop,Reg,Soda,Drinks,Convenience,The Corner Store,491,2.46,1209.34
2026-04-27,SKU-1010,CrunchBite,Salt,Chips,Bites,Hypermarket,MegaMart Inc.,360,5.05,1816.44
2026-05-25,SKU-1z09,Titan,Citrs,Energy,BEVERAGES,Convenience,QUICKSTOP CONVENIENCE,528,3.62,1909.68
2026-01-05,SeU-1015,SweetTreat,CC,Cookies,Bites,Hypermarket,GiantStore,119,3.71,441.56
2024-11-18,sku-1005,ColaMax,Frxnch Vanilla,Soda,Bevs,Online,Prime Pntry,269,4.06,1093.05
2026-04-13,sku-1a07,Zap,sugar free,Energy,Bevs,Hypermarket,MegaMart Inc.,459,4.78,2193.87
2024-09-16,SKU-1017,DoughBoy,Dbl Chc,Cookies,f&bx- sNACKS,Online,Primeaantry Delivery,496,2.44,1211.63
2025-04-21,SKU-1001,FizzPop,Zero Cal,Soda,dRINKS,Online,PrimePantry selivery,441,4.64,2045.42
2024-06-03,SKU-1000,FizzPop,Orig,Soda,Beverages,Supermarket,DailyShop,76,3.03,230.16
2026-04-27,SKU-10z3,PotatoKing,Classc,Chips,Snack,Hypermarket,MegaMart,282,3.59,1012.67
2024-01-22,sku-1004,COLAMAX,No Sugar,Soda,Beverage,Convenience,cornerstore inc,449,4.87,2186.69
2026-02-23,sku-e015,sweettreat,Chocolate Chip,Cookies,Packaged Snacks,Hypermarket,mEGAmART sUPERCENTERS,176,2.47,433.86
2024-07-29,sku-1012,cRUaCHbITE,Flamin,Chips,Snacks,Convenience,Corner Store,443,2.4,1062.01
2025-10-13,sku-1013,PotataKing,Classc,Chips,Packaged Snacks,Hypermarket,MMart,484,5.97,2890.33
2026-04-13,SKU-1001,FizzPop,Dt,Soda,Drinks,Convenience,The Corner Store,501,4.35,2178.25
2025-11-03,SKU-1001,FizzPop,Zero Cal,Soda,Bevs,Hypermarket,txe giant store,423,5.55,2346.69
2026-02-16,SKU-a014,PotatoKing,SC & Onion,Chips,Packzged Snacks,Online,pRIMEpANTRY dELIVERY,473,5.53,2617.94
2024-05-06,sku-1010,CrunchBite,Original Salted,Chips,Packaged Snacks,Hypermarket,GiantStore,380,2.02,765.74
2025-06-02,SKUa1018,DOUGHBOY,Vanilla,Cookies,SNACK,Hypermarket,gIANT cORP,408,3.86,1576.09
2024-01-15,SKU-1001,FizzPop,dIET,Soda,Liquid Refreshment,Convenience,CornerStore Inc,86,3.54,304.76
2025-08-11,SKz-1013,pxtatoking,Original,Chips,Bites,Online,PRIMEPANTRY,313,5.18,1619.99
2024-11-25,sku-1008,titan,Bzry,Energy,Drinks,Supermarket,DailyShop,500,2.55,1277.04
2024-04-22,sku-1003,cOLAmAX,Reg,Soda,Beverages,Hypermarket,Giant,137,3.7,506.71
2026-02-16,sku-1012,CrunchBite,Flamsn,Chips,Snacks,Online,Prime Pntry,256,5.46,
2024-04-15,SKU-1003,CosaMax,Standard,Soda,BEVS,Supermarket,DailyShop Local,90,3.95,355.29
2024-09-23,SKU-1012,CRUNCHBITE,Hot,Chips,Pzckaged Snacks,Supermarket,DailyShop Local,197,3.13,617.29
2025-01-27,SKU-1006,Zap,Classic,Energy,F&B - Bev,Hypermarket,MegaMart Supercenters,473,4.78,2262.77
2025-03-03,sku-1005,ColaMax,Van,Soda,Drinks,Supermarket,FRESe GROCER,371,4.9,1818.78
2025-08-04,SKU-1016,SweetTreat,Oatml,Cookies,Packaged Snacks,Hypermarket,MMart,244,3.42,
2024-12-02,SKU-1016,SweetTeeat,oaeml,Cookies,Bstes,Supermarket,Fresh Grocer,309,4.33,1339.49
2025-09-15,SKU-1016,SweetTreat,OATMEAL,Cookies,Snack,Convenience,QuickStop Convenience,391,3.65,1427.41
2024-11-18,SKU-1017,DoughBoy,DoubleChoco,Cookies,sNACKS,Hypermarket,GIANTSTORE,376,5.95,2237.44
2025-07-28,SKU-1003,cOLAmAX,Std,Soda,Liquid Refreshment,Online,Prime Pntry,98,5.11,500.48
2025-03-31,SKU-1015,SweetTreat,CC,Cookies,F&B - Snacks,Hypermarket,mEGAmART,484,3.7,1789.16
2024-01-29,SKU-1012,CrunchBite,SsCY,Chips,Packaged Snacks,Online,wEBcART,298,3.93,1172.33
2024-10-21,SKU-1013,PotatoKing,Clssc,Chips,Packaeed Snacks,Online,wEBcART,62,3.65,226.49
2024-10-21,SKU-1016,SweetTreat,oATMEAL,Cookies,packaged snacks,Supermarket,FreshGrocer,456,3.08,
2025-03-03,SKU-1010,CrunchBite,salted,Chips,f&b - sNACKS,Convenience,CornerStore Inc,102,4.6,468.84
2025-01-06,SKU-1002,FizzPop,Chery,Soda,Beverages,Supermarket,FreshGrocer,326,3.82,1246.2
2025-09-22,SKU-1005,ColaMax,Vnla,Soda,BEVS,Supermarket,Freshzrocer LLC,351,4.91,
2025-05-26,SKU-1003,ColaMax,standard,Soda,Beverages,Convenience,Quick-Stop,437,2.82,
2025-02-24,SKU-1013,pOTATOkING,Classc,Chips,Packaged Snacks,Hypermarket,GiantStore,213,5.14,1094.53
2024-07-22,sku-1018,DoughBoy,french vanilla,Cookies,Bites,Supermarket,DailyShopsLocal,160,5.26,842.06
2024-07-01,SKU-1006,Zap,ORIG,Energy,Drinks,Supermarket,Fresh Grocer,391,2.2,859.17
2026-02-16,SKU-1007,zAP,No Sugar,Energy,Beverage,Supermarket,fRESHgROCER llc,209,3.96,828.58
2024-09-02,sku-1007,zAP,Sugar Free,Energy,Liqsid Refreshment,Online,WebCart,394,2.46,968.89
2025-11-17,SKU-1006,ZAP,Ognl,Energy,Drinks,Supermarket,freshxrocer,182,3.05,555.22
2024-07-29,SKU-1012,crunchbite,Szicy,Chips,Snacks,Online,PrimePantry,474,3.8,1800.42
2026-06-01,SKU-1006,Zap,Classic,Energy,Bevs,Online,PRIME PANTRY,739,3.25,2401.02
2024-07-22,sku-1009,Titan,cITRS,Energy,Beverage,Supermarket,DailyShop Local,180,5.54,997.98
2024-11-25,sku-1016,SweetTreet,Oatmeal Raisin,Cookies,Packaged Snacks,Supermarket,FRESH GR,226,3.04,687.75
2026-06-15,sku-1014,PotatoKing,SoxrCream,Chips,Bites,Hypermarket,Giant Corp,381,2.97,1130.57
